address,listing_dates,CRMLS_ID,Event,price
419 Longfellow Ave ,"Jun 30, 1987",Public Records,Sold (Public Records),"$385,000"
450 30th St ,"Mar 23, 2001",Public Records,Sold (Public Records),"$523,500"
2810 TENNYSON Pl ,"Mar 30, 1995,Jan 31, 1995,Jul 26, 1991","Public Records,CRMLS #S109151,Public Records","Sold (Public Records),Listed,Sold (Public Records)","$1,750,000,**,$950,000"
566 25th St ,"May 3, 1973,Feb 8, 1967","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$43,500,$28,500"
736 Gould Ave #4 ,"Feb 10, 1983",Public Records,Sold (Public Records),"$185,000"
743 24th Pl ,"Jun 12, 2012,Apr 18, 2012,Feb 4, 2005,Oct 16, 1986,Oct 16, 1986,Oct 16, 1986,Apr 27, 1978","CRMLS #S12049467,CRMLS #S12049467,Public Records,Public Records,Public Records,Public Records,Public Records","Delisted (Withdrawn),Listed (Active),Sold (Public Records),Sold (Public Records),Sold (Public Records),Sold (Public Records),Sold (Public Records)","*,$2,875,000,$313,000,$725,000,$725,000,$126,000"
707 24th Pl ,"Nov 2, 1972",Public Records,Sold (Public Records),"$42,500"
2411 Prospect Ave #203 ,"Apr 10, 2001,Aug 4, 1992,Oct 30, 1990","Public Records,Public Records,Public Records","Sold (Public Records),Sold (Public Records),Sold (Public Records)","$182,000,$164,500,$158,180"
2411 Prospect Ave #201 ,"Jun 23, 2014,Jun 4, 2014,Jun 1, 2005,Dec 31, 2001,Nov 7, 2001,Apr 16, 1976","CRMLS #IN14116018,CRMLS #IN14116018,Public Records,Public Records,CRMLS #S314384,Public Records","Delisted (Withdrawn),Listed (Active),Sold (Public Records),Sold (Public Records),Listed,Sold (Public Records)","*,$550,000,$254,000,**,$39,500"
2411 Prospect Ave #108 ,"Dec 7, 1999,Jun 2, 1989,Nov 19, 1975","Public Records,Public Records,Public Records","Sold (Public Records),Sold (Public Records),Sold (Public Records)","$133,000,$105,000,$23,200"
2411 PROSPECT Ave #106 ,"Jan 28, 1999,Dec 1, 1998,Jul 3, 1997,May 15, 1997,Aug 20, 1986,Nov 12, 1982,Dec 30, 1980","Public Records,CRMLS #S156702,Public Records,CRMLS #S130862,Public Records,Public Records,Public Records","Sold (Public Records),Listed,Sold (Public Records),Listed,Sold (Public Records),Sold (Public Records),Sold (Public Records)","$150,000,**,$137,000,**,$112,000,$105,000,$105,000"
2411 Prospect Ave #105 ,"Aug 26, 1999,May 7, 1999,Apr 9, 1999","Public Records,CRMLS #S162311,CRMLS #S162311","Sold (Public Records),Delisted,Listed","$160,000,*"
831 20th St ,"Jun 7, 1990,Jan 13, 1989","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$699,000,$314,500"
835 19TH St ,"Sep 30, 1997,Aug 14, 1997,May 4, 1994","Public Records,CRMLS #S135244,Public Records","Sold (Public Records),Listed,Sold (Public Records)","$465,000,**,$332,000"
830 19th St ,"Mar 24, 1994,Aug 30, 1989,Aug 1, 1986","Public Records,Public Records,Public Records","Sold (Public Records),Sold (Public Records),Sold (Public Records)","$235,000,$369,000,$210,000"
1856 Rhodes St ,"Mar 2, 1973",Public Records,Sold (Public Records),"$25,500"
2039 Hillcrest Dr ,"Feb 12, 2019,Jan 15, 2019,Jan 11, 2019,Jan 10, 2019,Oct 15, 2018,Sep 5, 2018,Jul 30, 2018,Jun 7, 2018,May 6, 2016,May 6, 2016,Mar 15, 2016,Mar 3, 2016","Public Records,CRMLS #SB18217244,CRMLS #SB18217244,CRMLS #SB18217244,CRMLS #SB18217244,CRMLS #SB18217244,CRMLS #SB18136173,CRMLS #SB18136173,CRMLS #SB16044482,Public Records,CRMLS #SB16044482,CRMLS #SB16044482","Sold (Public Records),Delisted (Canceled),Price Changed,Price Changed,Price Changed,Listed (Active),Delisted (Canceled),Listed (Active),Sold (MLS) (Closed Sale),Sold (Public Records),Contingent (Active Under Contract),Listed (Active)","$2,535,000,*,*,*,*,*,$1,210,000,$1,210,000,$1,299,000"
1002 21st St ,"Mar 4, 2005,Nov 29, 2004,Sep 29, 2004,Feb 2, 2004,Nov 27, 1985","Public Records,CRMLS #S369773,CRMLS #S369773,Public Records,Public Records","Sold (Public Records),Delisted,Listed,Sold (Public Records),Sold (Public Records)","$850,000,*,$833,000,$262,000"
2004 Loma Dr ,"Aug 2, 1985,May 17, 1985,May 17, 1977","Public Records,Public Records,Public Records","Sold (Public Records),Sold (Public Records),Sold (Public Records)","$140,000,$153,500,$96,500"
1841 Monterey Blvd ,"Nov 13, 1984",Public Records,Sold (Public Records),"$290,500"
413 25th St ,"Oct 19, 1977",Public Records,Sold (Public Records),"$73,000"
501 25th St ,"Apr 9, 1999,Sep 2, 1997,May 7, 1997,Oct 12, 1990","Public Records,CRMLS #S130489,CRMLS #S130489,Public Records","Sold (Public Records),Delisted,Listed,Sold (Public Records)","$775,000,*,$445,000"
565 24th Pl ,"May 1, 1990,Feb 11, 1988,May 22, 1987","Public Records,Public Records,Public Records","Sold (Public Records),Sold (Public Records),Sold (Public Records)","$682,270,$545,000,$224,000"
2465 Valley Dr ,"Jul 29, 1993,Aug 20, 1971","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$319,000,$39,000"
2438 S Park Ave ,"Aug 4, 2006,Jul 6, 2006,Dec 15, 1998,Jan 26, 1995,Dec 5, 1994","CRMLS #S928989,CRMLS #S928989,Public Records,Public Records,CRMLS #S108293","Delisted,Listed,Sold (Public Records),Sold (Public Records),Listed","*,$492,500,$325,000,**"
430 24th St ,"Nov 17, 1972",Public Records,Sold (Public Records),"$36,500"
2132 MONTEREY Blvd ,"Oct 2, 1997,Aug 14, 1997,Aug 14, 1997,Jan 27, 1988","Public Records,CRMLS #S135220,CRMLS #S135215,Public Records","Sold (Public Records),Listed,Listed,Sold (Public Records)","$655,000,**,**,$572,500"
2112 Monterey Blvd ,"Jul 28, 1978",Public Records,Sold (Public Records),"$155,000"
2108 Monterey Blvd ,"Oct 12, 1984",Public Records,Sold (Public Records),"$363,000"
2002 Monterey Blvd ,"Nov 27, 2001,Jun 26, 1998,Dec 23, 1980","Public Records,Public Records,Public Records","Sold (Public Records),Sold (Public Records),Sold (Public Records)","$850,000,$580,000,$138,500"
2007 Circle Ave ,"Nov 6, 1980",Public Records,Sold (Public Records),"$270,000"
340 24th St ,"May 31, 1977",Public Records,Sold (Public Records),"$144,500"
2420 Silverstrand Ave ,"Jun 2, 1975,Feb 10, 1971","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$95,000,$55,000"
121 26th St ,"Oct 19, 1971",Public Records,Sold (Public Records),"$28,500"
2552 Manhattan Ave ,"Feb 27, 1990,Feb 27, 1990","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$320,000,$320,000"
2433 Manhattan Ave ,"Sep 12, 1986,Sep 12, 1986,Jul 17, 1984","Public Records,Public Records,Public Records","Sold (Public Records),Sold (Public Records),Sold (Public Records)","$262,500,$262,500,$137,500"
2452 Palm Dr ,"Feb 8, 2000,Dec 10, 1999","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$530,000,$530,000"
2316 HERMOSA Ave ,"Aug 26, 1996,Aug 26, 1996,Aug 26, 1996,Sep 29, 1972","CRMLS #S121038,Public Records,Public Records,Public Records","Listed,Sold (Public Records),Sold (Public Records),Sold (Public Records)","**,$415,000,$415,000,$48,500"
2025 Manhattan Ave ,"Jun 8, 1964",Public Records,Sold (Public Records),"$28,000"
1923 Palm Dr ,"Aug 4, 1967",Public Records,Sold (Public Records),"$28,000"
2040 Hermosa Ave ,"Aug 21, 1979",Public Records,Sold (Public Records),"$230,000"
1917 Hermosa Ave #4 ,"Dec 14, 1973",Public Records,Sold (Public Records),"$158,500"
54 20th Ct ,"Aug 22, 1986",Public Records,Sold (Public Records),"$285,000"
1600 Ardmore Ave #422 ,"May 4, 2001",Public Records,Sold (Public Records),"$235,000"
1101 Prospect Ave ,"Nov 1, 1985",Public Records,Sold (Public Records),"$185,000"
1089 10th St ,"Aug 9, 1982",Public Records,Sold (Public Records),"$32,500"
1210 17TH St ,"Feb 15, 1996,May 17, 1995,Apr 20, 1994,Nov 3, 1987,Jan 9, 1986,Jan 9, 1986","Public Records,CRMLS #S111305,Public Records,Public Records,Public Records,Public Records","Sold (Public Records),Listed,Sold (Public Records),Sold (Public Records),Sold (Public Records),Sold (Public Records)","$665,000,**,$535,000,$258,500,$150,000,$150,000"
1620 GOLDEN St ,"Apr 12, 2000,Apr 12, 2000,Feb 2, 2000","Public Records,Public Records,CRMLS #V24392","Sold (Public Records),Sold (Public Records),Listed","$650,000,$650,000,**"
1234 14th St ,"May 27, 1983",Public Records,Sold (Public Records),"$178,000"
Undisclosed Address,"Sep 17, 2014,Mar 20, 2004,Sep 25, 2003,Jun 27, 2003,Jun 27, 2003,Jun 26, 2003,Jun 26, 2003,May 29, 2003,Apr 29, 1994","CRMLS #S345744,CRMLS #S345778,CRMLS #S345778,CRMLS #S345744,CRMLS #S345744,CRMLS #S344320,CRMLS #S345744,CRMLS #S344320,Public Records","Price Changed (Canceled),Listed,Price Changed,Price Changed,Delisted,Delisted,Listed,Listed,Sold (Public Records)","*,**,**,*,*,*,$255,000"
Undisclosed Address,"Feb 19, 1999,Dec 2, 1998,Jul 15, 1998,May 15, 1998,Jul 7, 1997","Public Records,CRMLS #S155707,CRMLS #S155707,CRMLS #S133231,CRMLS #S133231","Sold (Public Records),Price Changed,Listed,Delisted,Listed","$285,000,**,**,*"
1249 Prospect Ave ,"Feb 19, 1999",Public Records,Sold (Public Records),"$65,000"
1301 Prospect Ave ,"Jul 26, 2013,Dec 17, 2001,Jul 6, 1977","Public Records,Public Records,Public Records","Sold (Public Records),Sold (Public Records),Sold (Public Records)","$1,070,000,$560,000,$130,000"
1315 Corona St ,"Apr 1, 2004,Feb 7, 1980","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$759,000,$145,000"
1224 Ocean Dr ,"Sep 14, 1987,Jul 3, 1985","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$303,000,$228,000"
1214 Bonnie Brae St ,"Apr 17, 1996",Public Records,Sold (Public Records),"$257,000"
1233 Owosso Ave ,"Mar 15, 1994,Aug 30, 1990","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$337,000,$380,000"
1720 ARDMORE Ave #321 ,"Jun 19, 1998,Apr 20, 1998","Public Records,CRMLS #S145523","Sold (Public Records),Listed","$199,000,**"
1720 ARDMORE Ave #122 ,"Aug 14, 1998,Jun 26, 1998,Aug 4, 1989,May 30, 1986","Public Records,CRMLS #V17283,Public Records,Public Records","Sold (Public Records),Listed,Sold (Public Records),Sold (Public Records)","$137,500,**,$155,000,$90,500"
1720 ARDMORE Ave #313 ,"Jan 23, 1997,Oct 8, 1996","Public Records,CRMLS #S121966","Sold (Public Records),Listed","$172,000,**"
1720 Ardmore Ave #213 ,"Aug 8, 2012,Jul 23, 2012,Jul 11, 2012,Aug 2, 2011,Jun 25, 2011,Jun 2, 2011,Apr 7, 2010,Apr 2, 2010,Mar 7, 2010,Nov 30, 2009,Nov 4, 2009,Jul 15, 2004,Jul 9, 2002,Oct 16, 1989","CRMLS #S12086385,CRMLS #S12086385,CRMLS #S12086385,CRMLS #S11069983,CRMLS #S11069983,CRMLS #S11069983,CRMLS #S09117738,CRMLS #S09117738,CRMLS #S09117738,CRMLS #S09117738,CRMLS #S09117738,Public Records,Public Records,Public Records","Delisted (Cancelled),Price Changed,Listed (Active),Delisted (Cancelled),Price Changed,Listed (Active),Delisted (Cancelled),Price Changed,Price Changed,Price Changed,Listed (Active),Sold (Public Records),Sold (Public Records),Sold (Public Records)","*,*,*,*,*,*,*,*,$540,000,$291,000,$215,000"
1720 ARDMORE Ave #308 ,"Jun 24, 1997,May 20, 1997,Jan 29, 1991","Public Records,CRMLS #V12843,Public Records","Sold (Public Records),Listed,Sold (Public Records)","$145,000,**,$164,000"
1720 Ardmore Ave #207 ,"Oct 1, 2003,Dec 23, 1992,Oct 26, 1990","Public Records,Public Records,Public Records","Sold (Public Records),Sold (Public Records),Sold (Public Records)","$396,000,$188,000,$208,000"
1600 Ardmore Ave #420 ,"Jul 19, 1988,Apr 29, 1988,Sep 30, 1986","Public Records,Public Records,Public Records","Sold (Public Records),Sold (Public Records),Sold (Public Records)","$153,000,$159,000,$136,000"
1600 Ardmore Ave #412 ,"Jun 30, 1992,May 29, 1991,Oct 31, 1986,Oct 31, 1986","Public Records,Public Records,Public Records,Public Records","Sold (Public Records),Sold (Public Records),Sold (Public Records),Sold (Public Records)","$165,000,$162,500,$111,000,$111,000"
1600 Ardmore Ave #329 ,"Mar 25, 1982",Public Records,Sold (Public Records),"$102,000"
1600 Ardmore Ave #332 ,"Feb 19, 1993,Jul 20, 1988","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$155,000,$131,000"
1600 Ardmore Ave #302 ,"May 2, 2014,Nov 6, 1990","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$404,000,$152,000"
1600 Ardmore Ave #312 ,"Jan 24, 2003",Public Records,Sold (Public Records),"$268,500"
1600 Ardmore Ave #313 ,"Jun 3, 2011,Feb 28, 2011,Feb 3, 2011,Jan 31, 2011,Dec 22, 2010,Nov 17, 2010,Oct 1, 2010,Oct 1, 2010,Aug 17, 2010,May 27, 2010,May 20, 2010,Mar 7, 2010,Mar 2, 2010,Feb 27, 2010,Feb 24, 2010,Feb 11, 2010,Nov 20, 2009,Nov 11, 2009,Oct 27, 2009,Mar 31, 2007,Mar 30, 2006,Oct 6, 2005,Oct 6, 2005,Aug 31, 2005,Jun 24, 2004,May 7, 2004,May 6, 2004","Public Records,CRMLS #S11014317,CRMLS #S11014317,CRMLS #S10104673,CRMLS #S10104673,CRMLS #S10104673,CRMLS #S10104673,CRMLS #S10022467,CRMLS #S10022467,CRMLS #S10022467,CRMLS #S10022467,CRMLS #S10022467,CRMLS #S10022467,CRMLS #S09115066,CRMLS #S09115066,CRMLS #S09115066,CRMLS #S09115066,CRMLS #S09115066,CRMLS #S09115066,CRMLS #S921588,CRMLS #S921588,CRMLS #S908921,Public Records,CRMLS #S908921,CRMLS #S358671,CRMLS #S358671,Public Records","Sold (Public Records),Delisted (Hold),Listed (Active),Delisted (Expired),Price Changed,Price Changed,Listed (Active),Delisted (Expired),Relisted (Active),Pending,Relisted (Active),Pending,Listed (Active),Delisted (Expired),Price Changed,Relisted (Active),Pending (Backup Offers Accepted),Price Changed,Listed (Active),Delisted,Listed,Sold (MLS),Sold (Public Records),Listed,Listed,Price Changed,Sold (Public Records)","$420,000,*,*,*,*,*,*,*,*,*,$585,000,$585,000,$589,000,**,**,$420,500"
1600 Ardmore Ave #307 ,"Dec 24, 1990",Public Records,Sold (Public Records),"$190,000"
1600 Ardmore Ave #225 ,"May 27, 2014",Public Records,Sold (Public Records),"$500,000"
1707 Pacific Coast Hwy #503 ,"Sep 4, 1997,Aug 3, 1997,Jul 27, 1997,May 27, 1997,Sep 29, 1988,Jul 1, 1987","CRMLS #S134563,CRMLS #S134563,CRMLS #S131368,CRMLS #S131368,Public Records,Public Records","Delisted,Listed,Delisted,Listed,Sold (Public Records),Sold (Public Records)","*,*,$115,000,$83,000"
1707 Pacific Coast Hwy #412 ,"Dec 4, 1986,Sep 7, 1978","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$120,000,$77,000"
1707 PACIFIC COAST HY HY #407 ,"Mar 28, 1997,Nov 17, 1996,Dec 1, 1995,Oct 31, 1995,Oct 1, 1995,Apr 27, 1995,Dec 1, 1989,May 22, 1987","Public Records,CRMLS #S123276,Public Records,CRMLS #S110915,CRMLS #V6332,CRMLS #S110915,Public Records,Public Records","Sold (Public Records),Listed,Sold (Public Records),Delisted,Listed,Listed,Sold (Public Records),Sold (Public Records)","$91,000,**,$70,000,**,*,$149,540,$86,000"
1707 PACIFIC COAST HY #311 ,"Dec 13, 2004,Oct 18, 2004,Aug 8, 2003,Aug 6, 1999,May 26, 1999,Mar 30, 1999,Feb 1, 1999,Sep 28, 1993","Public Records,CRMLS #S370805,Public Records,Public Records,CRMLS #S164805,CRMLS #S159744,CRMLS #S159744,Public Records","Sold (Public Records),Listed,Sold (Public Records),Sold (Public Records),Listed,Delisted,Listed,Sold (Public Records)","$365,000,**,$274,000,$146,000,**,*,$105,000"
1707 PACIFIC COAST HY #123 ,"Jun 23, 1998,Apr 1, 1998,Oct 18, 1976","Public Records,CRMLS #S144733,Public Records","Sold (Public Records),Listed,Sold (Public Records)","$167,000,**,$35,500"
2040 Ava Ave ,"Jul 11, 1973",Public Records,Sold (Public Records),"$8,500"
2027 Ava Ave ,"Apr 16, 2002,May 31, 1996,May 3, 1996,Aug 19, 1992,Apr 1, 1988,Aug 16, 1985","Public Records,Public Records,CRMLS #S23227,Public Records,Public Records,Public Records","Sold (Public Records),Sold (Public Records),Listed,Sold (Public Records),Sold (Public Records),Sold (Public Records)","$699,000,$390,000,**,$370,000,$289,000,$202,000"
630 24th St ,"May 4, 1990",Public Records,Sold (Public Records),"$362,500"
743 24th St ,"Nov 22, 1995,Feb 3, 1987","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$395,000,$260,000"
739 24TH St ,"Sep 20, 1996,Jul 11, 1996,Nov 25, 1995,Aug 21, 1995","Public Records,CRMLS #S119881,CRMLS #S113144,CRMLS #S113144","Sold (Public Records),Listed,Delisted,Listed","$385,000,**,*"
631 25th St ,"Sep 2, 2005,Mar 3, 1987","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$1,170,000,$257,000"
Undisclosed Address,"Aug 1, 2003,Dec 3, 2002,Dec 2, 2002,Mar 31, 2000,Apr 19, 1999,Oct 18, 1998,Apr 16, 1998,Apr 14, 1998,Feb 20, 1998,Sep 27, 1979","CRMLS #S325320,CRMLS #S325320,Public Records,Public Records,CRMLS #S162738,CRMLS #S145468,CRMLS #S145468,CRMLS #S142863,CRMLS #S142863,Public Records","Listed,Price Changed,Sold (Public Records),Sold (Public Records),Listed,Delisted,Listed,Delisted,Listed,Sold (Public Records)","**,**,$1,375,000,$810,000,**,*,*,$325,000"
447 Herondo St #104 ,"Apr 29, 1988,Feb 28, 1984","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$220,000,$168,000"
506 Palm Dr ,"Jun 2, 1972",Public Records,Sold (Public Records),"$62,000"
518 Palm Dr ,"Apr 18, 1984",Public Records,Sold (Public Records),"$338,000"
41 4th St ,"May 20, 1988,May 6, 1987","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$420,000,$331,000"
19 4th St ,"Jan 8, 1996,Sep 18, 1995,Mar 8, 1988","CRMLS #S113591,CRMLS #S113591,Public Records","Delisted,Listed,Sold (Public Records)","*,$443,000"
55 5th Ct ,"Oct 19, 1993",Public Records,Sold (Public Records),"$188,000"
41 5th Ct ,"Mar 29, 1973",Public Records,Sold (Public Records),"$69,500"
428 The Strand ,"Jul 1, 1970",Public Records,Sold (Public Records),"$37,000"
414 The Strand ,"May 13, 1991,Oct 1, 1987","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$935,000,$574,000"
29 5th St ,"Feb 2, 2006,Dec 18, 2005,Apr 29, 2005,May 13, 1977","Public Records,CRMLS #Z901483,CRMLS #Z901483,Public Records","Sold (Public Records),Sold (MLS),Listed,Sold (Public Records)","$1,101,000,$1,100,900,$1,100,900,$75,000"
25 5th St ,"Dec 3, 2001,Aug 10, 1988,Aug 10, 1988,May 8, 1979","Public Records,Public Records,Public Records,Public Records","Sold (Public Records),Sold (Public Records),Sold (Public Records),Sold (Public Records)","$485,000,$225,000,$225,000,$328,000"
58 6th St ,"May 24, 2005",Public Records,Sold (Public Records),"$1,400,000"
43 6th Ct ,"Feb 26, 2004,Jul 25, 1997,Jul 25, 1997,May 3, 1997","Public Records,Public Records,Public Records,CRMLS #V12605","Sold (Public Records),Sold (Public Records),Sold (Public Records),Listed","$560,000,$250,000,$250,000,**"
518 The Strand ,"Mar 10, 1988,Jun 12, 1987","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$575,000,$415,000"
710 Hermosa Ave ,"Apr 8, 1981,Nov 1, 1979","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$37,500,$71,000"
Undisclosed Address,"Feb 18, 2004,Jan 16, 2004,Jul 18, 2003,Jul 18, 2003,May 10, 2001,Aug 5, 2000,Aug 4, 2000,Mar 16, 2000,Aug 17, 1999,Sep 1, 1998,Aug 19, 1998,Aug 18, 1998,May 8, 1998,May 4, 1998,May 1, 1998,Aug 23, 1997,May 8, 1997,Apr 10, 1997,Apr 8, 1997,Oct 25, 1996,Oct 25, 1996,Jul 30, 1996","CRMLS #S339102,CRMLS #S339102,CRMLS #S339102,Public Records,Public Records,CRMLS #S183863,CRMLS #S176970,CRMLS #S176970,CRMLS #S151873,TheMLS #813384,CRMLS #S151873,CRMLS #S146642,TheMLS #714147,TheMLS #813384,CRMLS #S146642,CRMLS #S129204,TheMLS #714147,CRMLS #S129204,CRMLS #S122346,CRMLS #S122346,CRMLS #S120362,CRMLS #S120362","Delisted,Listed,Price Changed,Sold (Public Records),Sold (Public Records),Listed,Delisted,Listed,Delisted,Delisted,Listed,Delisted,Delisted,Listed,Listed,Delisted,Listed,Listed,Delisted,Listed,Delisted,Listed","**,**,$8,100,000,$4,000,000,**,*,*,*,*,*,*,*,*"
43 6th St ,"Dec 17, 2004,Nov 19, 2004,Oct 25, 2004,Sep 26, 1997,Aug 15, 1997,Sep 20, 1996","Public Records,TheMLS #04-102760,TheMLS #04-102760,Public Records,CRMLS #V13839,Public Records","Sold (Public Records),Delisted,Listed,Sold (Public Records),Listed,Sold (Public Records)","$1,019,500,**,$427,000,**,$380,000"
626 The Strand ,"Jun 19, 1987",Public Records,Sold (Public Records),"$460,000"
858 1ST St ,"Mar 18, 1997,Feb 4, 1997,Feb 4, 1997,Oct 2, 1996","Public Records,CRMLS #S126162,CRMLS #S121875,CRMLS #S121875","Sold (Public Records),Listed,Delisted,Listed","$187,000,**,*"
848 1st St ,"Jun 12, 1987,Jun 14, 1985","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$160,000,$148,000"
1018 2ND St ,"Oct 1, 1998,Apr 25, 1998,Mar 2, 1998,Dec 29, 1997,Oct 5, 1987,Sep 30, 1980","Public Records,CRMLS #S145824,CRMLS #S140474,CRMLS #S140474,Public Records,Public Records","Sold (Public Records),Listed,Delisted,Listed,Sold (Public Records),Sold (Public Records)","$615,000,**,*,$180,000,$69,000"
320 Hopkins Ave ,"Mar 1, 1973",Public Records,Sold (Public Records),"$42,000"
Undisclosed Address,"Mar 5, 2004,Jan 14, 2004,Apr 17, 1975","Public Records,CRMLS #V354964,Public Records","Sold (Public Records),Listed,Sold (Public Records)","$765,000,**,$58,000"
1015 3rd St ,"Mar 23, 2001,Jan 1, 2001,Sep 1, 2000,Jul 11, 2000,Apr 7, 2000","Public Records,CRMLS #S185156,CRMLS #S185156,CRMLS #S178053,CRMLS #S178053","Sold (Public Records),Delisted,Listed,Delisted,Listed","$449,863,*,*"
329 Gentry St ,"Oct 25, 2002,Feb 5, 1976","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$549,000,$62,000"
1002 5TH St ,"Dec 25, 2012,Oct 19, 1998,Oct 6, 1998,Aug 31, 1998,Aug 31, 1998,Jul 6, 1998,Jun 30, 1998,May 4, 1992","CRMLS #S154335,Public Records,CRMLS #S149495,CRMLS #S154335,CRMLS #S154335,CRMLS #S149495,CRMLS #S154335,Public Records","Price Changed,Sold (Public Records),Delisted,Price Changed,Price Changed,Listed,Listed,Sold (Public Records)","**,$462,500,**,**,*,**,$350,000"
1034 5th St ,"Aug 31, 1973",Public Records,Sold (Public Records),"$47,500"
313 Hopkins Ave ,"May 15, 1984",Public Records,Sold (Public Records),"$222,000"
532 Pine Ave ,"Oct 20, 1964",Public Records,Sold (Public Records),"$28,500"
933 6th St ,"Apr 29, 1974",Public Records,Sold (Public Records),"$51,000"
1013 7th St ,"Sep 29, 1993",Public Records,Sold (Public Records),"$235,000"
1020 8th Pl ,"Jul 27, 1984,Oct 3, 1975","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$156,000,$58,500"
1021 8th Pl ,"Sep 14, 1990,Oct 20, 1989,Jun 26, 1986,Jun 26, 1986","Public Records,Public Records,Public Records,Public Records","Sold (Public Records),Sold (Public Records),Sold (Public Records),Sold (Public Records)","$475,000,$419,000,$160,000,$160,000"
Undisclosed Address,"Jan 1, 2008,Oct 19, 2007,Oct 16, 2007,Sep 27, 2007,Sep 25, 2007,Sep 23, 2007,Sep 9, 2007,Sep 8, 2007,Aug 4, 2007,Jun 17, 2007,Jun 12, 2007,May 15, 2007,Mar 31, 2007,Mar 27, 2007,Mar 27, 2007,Mar 1, 2007,Jan 28, 2007,Oct 22, 2006,Aug 15, 2006,Jan 1, 2005,Sep 22, 2004,Sep 17, 2004,Sep 9, 2004,Jul 31, 2004,Jul 30, 2004,Jul 6, 2004,Jul 22, 1971","CRMLS #P598940,TheMLS #07-217301,CRMLS #S952214,TheMLS #07-217301,CRMLS #P598940,CRMLS #S952214,TheMLS #07-217301,CRMLS #P598940,CRMLS #S952214,CRMLS #S944314,CRMLS #S944314,CRMLS #S944314,CRMLS #S944314,CRMLS #S938412,CRMLS #S938412,CRMLS #S938412,CRMLS #S938412,CRMLS #S931892,CRMLS #S931892,CRMLS #S364716,CRMLS #S360551,Public Records,CRMLS #S364716,CRMLS #S364716,CRMLS #S360551,CRMLS #S360551,Public Records","Delisted,Delisted,Delisted,Price Changed,Price Changed,Price Changed,Listed,Listed,Listed,Delisted,Price Changed,Price Changed,Listed,Delisted,Price Changed,Price Changed,Listed,Delisted,Listed,Delisted,Delisted,Sold (Public Records),Price Changed,Listed,Price Changed,Listed,Sold (Public Records)","*,*,*,*,*,*,*,*,*,*,*,*,*,$665,000,**,**,**,**,$25,500"
1070 10th St ,"Nov 16, 1973",Public Records,Sold (Public Records),"$33,000"
1040 10th St ,"Aug 11, 1978",Public Records,Sold (Public Records),"$98,000"
1033 9th St ,"Jan 8, 2004,Oct 7, 1969","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$730,000,$29,500"
1021 10TH St ,"Mar 24, 1995,Feb 16, 1995,Jul 15, 1988,Jun 28, 1973","Public Records,CRMLS #S109478,Public Records,Public Records","Sold (Public Records),Listed,Sold (Public Records),Sold (Public Records)","$235,000,**,$325,000,$30,000"
1011 10th St ,"Oct 2, 2015",Public Records,Sold (Public Records),"$925,000"
447 Herondo St #110 ,"Jan 16, 1980",Public Records,Sold (Public Records),"$41,300"
220 THE STRAND ,"Dec 7, 2000",CRMLS #S188524,Listed,**
824 1st St ,"Dec 16, 2019,May 25, 2012,Aug 10, 2001,Sep 2, 1980,Dec 6, 1978","Public Records,Public Records,Public Records,Public Records,Public Records","Sold (Public Records),Sold (Public Records),Sold (Public Records),Sold (Public Records),Sold (Public Records)","$4,700,000,$900,000,$525,000,$125,000,$52,500"
640 Hermosa Ave #2 ,"Aug 20, 2009",Public Records,Sold (Public Records),"$1,253,500"
3500 THE STRAND ,"Aug 12, 2017,Jul 18, 2017,Oct 31, 2010,Oct 12, 2010,Jul 14, 2010,May 20, 2010,Jan 14, 2010,Dec 1, 1999","SDMLS #301725219,SDMLS #301725219,CRMLS #S10004953,CRMLS #S10004953,CRMLS #S10004953,CRMLS #S10004953,CRMLS #S10004953,CRMLS #S180318","Delisted,Listed,Delisted (Withdrawn),Price Changed,Price Changed,Price Changed,Listed (Active),Listed","*,*,*,*,*,**"
